0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,label
-21.0176944732666,70.66014862060547,20.410839080810547,6.9544878005981445,-0.27277398109436035,4.8234148025512695,-0.28584304451942444,-0.04595648869872093,-6.425631523132324,-1.843695878982544,-4.237868785858154,-0.34996968507766724,-1.1031510829925537,4.397387981414795,3.9166996479034424,2.9556210041046143,2.7647359371185303,2.6413466930389404,2.522580623626709,2.356145143508911,2.325516700744629,2.325075149536133,2.229113817214966,2.24604868888855,2.2173683643341064,2.1986303329467773,0.05714408680796623,0.05714411288499832,26.68,1
-14.26172161102295,76.07723999023438,23.920692443847656,9.819535255432129,0.5648851990699768,4.059781551361084,-1.7030383348464966,-2.540485382080078,-7.550584316253662,-3.530482530593872,-5.1705851554870605,-0.6937750577926636,-1.3561434745788574,2.922311782836914,3.1123738288879395,2.7047855854034424,2.4453678131103516,2.5051305294036865,2.4108223915100098,2.282517433166504,2.251152515411377,2.6081647872924805,2.37060546875,1.8223645687103271,1.9979265928268433,2.196599245071411,0.09164915978908539,0.0916491225361824,25.99,0
-10.482566833496094,63.80323028564453,17.409805297851562,10.322522163391113,1.2602311372756958,3.400205373764038,-3.8787336349487305,-3.2304775714874268,-8.627671241760254,-2.11799693107605,-4.493011951446533,-0.11851795762777328,-1.1783744096755981,8.494582176208496,3.89066481590271,3.9675090312957764,3.2791097164154053,2.883591651916504,2.723055124282837,2.8325016498565674,2.6517629623413086,2.723585367202759,2.4911465644836426,2.525778293609619,2.4255716800689697,2.37359881401062,0.06708654761314392,0.06708657741546631,24.49,1
-16.4870548248291,59.814937591552734,17.098108291625977,10.988041877746582,1.3521649837493896,3.5639922618865967,-2.2446982860565186,-0.8467314839363098,-5.530102729797363,0.039551742374897,-3.4757204055786133,0.507306694984436,-0.4696018099784851,7.491346836090088,3.38063645362854,2.866403102874756,2.7060933113098145,2.494929313659668,2.4505887031555176,2.4278078079223633,2.4247686862945557,2.427276372909546,2.341567277908325,2.278583288192749,2.2233998775482178,2.2438035011291504,0.05678418651223183,0.05678059905767441,22.97,1
-13.480475425720215,63.41230773925781,14.28441047668457,7.447507858276367,-0.39629775285720825,1.8825278282165527,-3.1017870903015137,-2.416383981704712,-5.8184428215026855,0.35390299558639526,-4.614644527435303,-0.3504137694835663,-0.576322615146637,1.8820420503616333,3.0590922832489014,2.8284101486206055,2.335660219192505,2.4705557823181152,2.826988458633423,2.3289830684661865,1.9218255281448364,1.960684061050415,2.3020131587982178,2.1966378688812256,2.174884080886841,1.98423433303833,0.04396083578467369,0.04396084323525429,21.52,1
-16.02954864501953,64.68193054199219,20.563814163208008,10.043367385864258,0.039833102375268936,2.7778751850128174,-3.4829070568084717,-2.3708746433258057,-6.390778541564941,-1.5798457860946655,-3.508866786956787,0.1842716485261917,-1.2209879159927368,6.496164798736572,4.021860122680664,4.066610336303711,3.728368043899536,2.9240047931671143,2.705386161804199,2.6171188354492188,2.4971230030059814,2.556626081466675,2.5019407272338867,2.3500115871429443,2.2671804428100586,2.28877329826355,0.05644531920552254,0.056445345282554626,19.44,1
-26.937955856323242,63.05229568481445,24.535114288330078,10.3071870803833,0.9158024191856384,4.011122703552246,0.3984341621398926,0.5073100924491882,-5.550390720367432,-0.6842890977859497,-2.4097378253936768,1.3544723987579346,-0.8078219890594482,8.13276195526123,3.423888683319092,3.2614870071411133,2.834942579269409,2.5941193103790283,2.543958902359009,2.3951003551483154,2.306246519088745,2.3613779544830322,2.2966787815093994,2.228557586669922,2.2117507457733154,2.2237133979797363,0.05851740017533302,0.05851311236619949,17.02,1
-24.530675888061523,63.85765838623047,23.898164749145508,13.924824714660645,3.4365336894989014,3.6324145793914795,1.1781883239746094,1.4639002084732056,-4.971769332885742,-0.6448397040367126,-2.6937055587768555,0.5489416718482971,-2.917285680770874,5.982322692871094,3.3482561111450195,4.332635879516602,2.4081459045410156,2.5238444805145264,2.5582244396209717,2.304945230484009,2.0173211097717285,1.9268759489059448,1.6687294244766235,1.9524812698364258,1.7427997589111328,2.109269142150879,0.05848832428455353,0.05848820507526398,15.93,1
-26.16985321044922,63.38243865966797,24.45927619934082,12.093351364135742,1.6202579736709595,4.173788547515869,1.2210112810134888,0.48724716901779175,-5.5704851150512695,-1.0894511938095093,-3.3186466693878174,0.4272083640098572,-2.0366642475128174,4.132705211639404,2.9749667644500732,3.3198888301849365,2.8079798221588135,2.5307204723358154,2.4506900310516357,2.428953170776367,2.336564064025879,2.264331579208374,2.3398752212524414,2.176764488220215,2.1956634521484375,2.1756017208099365,0.05259210243821144,0.05259212851524353,15.33,1
-24.655986785888672,59.0488166809082,19.789838790893555,12.65358829498291,0.7608970403671265,3.070495843887329,0.5884236693382263,-0.09192078560590744,-5.318264961242676,-0.33601146936416626,-2.3829739093780518,0.9662695527076721,-1.914485216140747,5.857955455780029,3.6287527084350586,3.5296988487243652,2.9764771461486816,2.5403201580047607,2.5667121410369873,2.4515697956085205,2.3853869438171387,2.4053518772125244,2.3521578311920166,2.2444465160369873,2.185393810272217,2.1890201568603516,0.04070504382252693,0.04070506617426872,14.58,1
-27.53575325012207,60.093257904052734,23.141033172607422,12.70513916015625,0.440996378660202,3.0546693801879883,-0.16788265109062195,-0.34149405360221863,-5.685807228088379,-1.1886389255523682,-3.014906167984009,0.6887029409408569,-1.747165322303772,8.419129371643066,3.879364013671875,3.7107901573181152,2.8965861797332764,2.703547716140747,2.553290605545044,2.4560179710388184,2.3906686305999756,2.4424309730529785,2.364643096923828,2.2516651153564453,2.2373571395874023,2.184821605682373,0.05565853789448738,0.05565444007515907,13.82,1
-25.967166900634766,59.81707763671875,21.131193161010742,11.351003646850586,-0.1262551248073578,2.574770450592041,-0.26121753454208374,0.0489664226770401,-5.360915660858154,0.03112664818763733,-2.916982412338257,-0.23667855560779572,-2.5049290657043457,5.072958946228027,3.835413932800293,3.5079848766326904,3.0662412643432617,2.8083810806274414,2.4336328506469727,2.4046542644500732,2.337130308151245,2.282604932785034,2.3331360816955566,2.2288148403167725,2.1791114807128906,2.2075202465057373,0.040290094912052155,0.04029011353850365,13.54,1
